City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
242,Tukrah,LY,2021-02-04 15:58:55,32.5341,20.5791,60.33,75,0,6.53
243,Viedma,AR,2021-02-04 15:58:55,-40.8135,-62.9967,89.01,21,0,0.45
244,Saint-Pierre,RE,2021-02-04 15:58:55,-21.3393,55.4781,82.4,65,0,8.05
245,Ternate,ID,2021-02-04 15:58:55,0.8,127.4,80.51,77,91,3.42
246,Naryan-Mar,RU,2021-02-04 15:58:55,67.6713,53.087,-13.68,89,68,9.57
247,Shache,CN,2021-02-04 15:58:56,38.4167,77.2406,32.86,76,0,5.23
248,Port Elizabeth,ZA,2021-02-04 15:58:56,-33.918,25.5701,77.0,61,40,10.36
249,Along,IN,2021-02-04 15:58:56,28.1667,94.7667,55.56,59,0,2.53
250,Segou,ML,2021-02-04 15:58:56,13.4317,-6.2157,98.65,8,57,2.08
251,Nemuro,JP,2021-02-04 15:58:56,43.3236,145.575,14.58,86,64,16.53
252,Sovetskiy,RU,2021-02-04 15:58:56,61.3614,63.5842,10.42,95,100,5.44
253,Seoul,KR,2021-02-04 15:54:35,37.5683,126.9778,21.2,63,0,6.91
254,Florida,US,2021-02-04 15:57:25,28.7505,-82.5001,57.99,35,1,5.75
255,Prieska,ZA,2021-02-04 15:58:57,-29.6641,22.7474,95.92,12,0,7.9
256,Pisco,PE,2021-02-04 15:57:37,-13.7,-76.2167,69.8,88,0,9.22
257,Pizarro,CO,2021-02-04 15:58:57,4.9533,-77.366,83.89,71,67,3.24
258,Port Blair,IN,2021-02-04 15:58:57,11.6667,92.75,79.27,80,20,9.48
259,Bahia Blanca,AR,2021-02-04 15:57:41,-38.7196,-62.2724,84.67,19,0,9.69
260,Aloleng,PH,2021-02-04 15:58:57,16.1307,119.7824,77.72,73,10,7.56
261,Changli,CN,2021-02-04 15:58:58,39.7042,119.1506,31.77,79,0,5.99
262,Altamira,BR,2021-02-04 15:57:58,-3.2033,-52.2064,86.0,74,75,5.75
263,San Carlos De Bariloche,AR,2021-02-04 15:57:20,-41.1456,-71.3082,84.2,15,0,10.92
264,Veraval,IN,2021-02-04 15:58:13,20.9,70.3667,71.11,63,0,12.93
265,Hambantota,LK,2021-02-04 15:58:58,6.1241,81.1185,77.0,88,20,11.5
266,Glenwood Springs,US,2021-02-04 15:58:58,39.5505,-107.3248,21.0,87,56,2.06
267,Sitka,US,2021-02-04 15:58:58,57.0531,-135.33,35.6,80,90,4.61
268,Maningrida,AU,2021-02-04 15:58:59,-12.0667,134.2667,78.17,89,100,8.86
269,Los Llanos De Aridane,ES,2021-02-04 15:58:59,28.6585,-17.9182,66.2,52,20,5.75
270,Vila Velha,BR,2021-02-04 15:58:59,-20.3297,-40.2925,90.0,58,40,16.11
271,Camana,PE,2021-02-04 15:54:02,-16.6228,-72.7111,75.16,65,79,8.66
272,Lagoa,PT,2021-02-04 15:58:59,39.05,-27.9833,54.84,67,81,26.24
273,Qaqortoq,GL,2021-02-04 15:58:59,60.7167,-46.0333,12.2,52,20,3.44
274,Aykhal,RU,2021-02-04 15:58:59,66.0,111.5,-28.98,82,100,4.83
275,Alyangula,AU,2021-02-04 15:59:00,-13.8483,136.4192,80.6,100,75,17.98
276,Matagami,CA,2021-02-04 15:59:00,49.7502,-77.6328,8.6,92,90,4.61
277,Ushirombo,TZ,2021-02-04 15:59:00,-3.4919,31.9639,71.74,81,82,2.55
278,Roma,US,2021-02-04 15:55:43,43.2128,-75.4557,30.99,63,1,8.05
279,Ust-Uda,RU,2021-02-04 15:59:00,54.1742,103.0304,11.95,95,94,5.01
280,Mbeya,TZ,2021-02-04 15:59:00,-8.9,33.45,64.69,90,93,2.62
281,Ulladulla,AU,2021-02-04 15:59:00,-35.35,150.4667,66.2,88,26,4.61
282,Kununurra,AU,2021-02-04 15:56:19,-15.7667,128.7333,80.6,100,100,6.73
283,Tevriz,RU,2021-02-04 15:59:01,57.509,72.4042,6.39,95,100,3.8
284,Cherskiy,RU,2021-02-04 15:59:01,68.75,161.3,-6.81,69,2,11.97
285,Mackenzie,CA,2021-02-04 15:59:01,55.2999,-123.1698,12.2,85,90,2.3
286,Tateyama,JP,2021-02-04 15:59:01,34.9833,139.8667,41.0,45,9,3.0
287,Mashhad,IR,2021-02-04 15:59:01,36.297,59.6062,53.6,22,0,4.61
288,Riviere-Au-Renard,CA,2021-02-04 15:55:27,48.9957,-64.3971,30.2,80,75,5.75
289,Mildura,AU,2021-02-04 15:59:02,-34.2,142.15,73.99,43,83,11.5
290,Portland,US,2021-02-04 15:57:42,45.5234,-122.6762,41.0,91,100,1.99
291,Mandalgovi,MN,2021-02-04 15:59:02,45.7625,106.2708,15.64,86,0,10.71
